"id_estudiante","beca","ingreso_familiar","escolaridad_madre","escolaridad_padre","num_hermanos","rural","indigena","distancia_escuela","mujer","edad","calificacion_previa","asistencia_previa","calificacion","asistencia","desercion"
344,0,12409.66,6,9,2,1,0,3.74,1,14,98,98,99,98.8,0
345,0,7506.78,12,6,3,1,0,0.41,1,13,88,98,85.5,100,0
346,0,7232.57,0,6,1,0,0,0.99,0,14,85.3,98,90,98.7,0
347,1,3145.03,6,9,3,0,0,0.27,0,18,93.4,98,100,100,0
348,0,12534.68,16,6,3,1,0,6.62,1,13,98,98,91.3,100,0
349,1,1027.12,9,9,6,0,0,1.26,1,15,85.6,98,92.1,100,0
350,0,15110.12,9,6,1,0,0,0.17,0,12,98,98,100,100,0
351,0,10243.02,6,0,2,1,0,12.44,1,14,90.5,98,84.6,100,0
352,0,7560.05,3,6,2,0,0,0.93,1,13,79.7,98,85,100,0
353,0,2507.18,3,3,4,0,0,0.06,1,15,61.8,85.8,67.8,91.9,0
354,1,3406.55,3,12,2,0,0,0.18,1,15,85.8,98,87.7,95.6,0
355,0,18886.26,6,9,2,0,0,0.35,1,16,98,98,100,93.8,0
356,0,6073.82,6,6,2,1,0,1.3,1,16,74.9,94.1,82.9,100,0
357,0,10726.53,0,6,2,1,0,5.85,1,18,82.5,98,71.7,100,0
358,0,8288.35,9,12,2,0,0,0.76,1,13,98,98,100,94.4,0
359,0,11830.53,9,6,2,0,0,0.14,0,17,98,98,100,100,0
360,1,3884.22,6,12,2,0,0,0.11,0,16,93.9,98,86.6,100,0
361,0,5998.96,12,0,3,0,0,0.89,1,15,95.8,98,92.6,96.3,0
362,1,1900.24,9,12,2,1,0,6.9,0,15,80.9,97.7,100,100,0
363,0,10207.52,9,9,6,1,0,8.67,1,15,98,98,100,100,0
364,0,6962.56,6,12,6,0,0,1.58,0,15,97.7,98,100,100,0
365,0,8219.69,12,3,1,1,0,2.02,1,15,97.7,98,100,100,0
366,0,13634.3,12,12,2,1,0,7.67,1,14,98,98,96.7,95.3,0
367,0,10385.9,9,9,1,0,0,0.07,1,13,98,98,91.2,93,0
368,0,30782.01,3,6,4,0,0,0.66,0,14,98,98,100,100,0
369,0,13878.44,6,9,3,1,0,4.65,0,16,98,98,99.5,96.3,0
370,0,6489.79,3,12,0,1,0,2.52,1,13,75,96,78.7,100,0
371,0,7209.67,6,3,3,1,0,10.85,0,12,78.7,98,73,99.7,0
372,0,31607.37,0,3,2,0,0,0.24,1,16,98,98,96.3,100,0
373,0,11814.54,3,12,3,1,0,0.71,0,16,98,98,90.1,94.9,0
374,0,12904.87,9,6,2,1,0,7.32,0,15,98,98,100,100,0
375,0,13805.42,0,6,0,1,0,3.45,0,13,93.6,98,97.1,100,0
376,0,4345.42,0,3,3,1,1,1.34,0,14,65.4,80.5,72.1,78,0
377,0,20550.9,12,16,1,0,0,1.33,0,15,98,98,96.3,100,0
378,0,1683.05,6,6,1,0,1,0.26,1,14,77.2,94.8,90.7,98.9,0
379,0,14992.97,0,3,3,1,0,0.63,1,15,92.5,98,94.1,100,0
380,0,49405.53,9,12,4,1,0,11.02,0,16,98,98,93.2,89.9,0
381,0,5531.32,0,6,1,0,0,0.06,1,18,83.3,98,93.9,100,0
382,0,7464.66,12,6,1,1,0,5.51,1,12,98,98,97.5,100,0
383,0,10883,12,0,2,1,0,1.35,1,14,98,98,94,100,0
384,0,5279.85,12,9,3,0,0,0.42,1,16,97,98,87.2,96.5,0
385,0,12152.4,6,9,3,1,0,8.49,1,17,98,98,75.9,100,0
386,0,7183.59,3,9,6,0,0,1.4,0,17,97.2,98,100,100,0
387,0,16703.86,0,3,3,0,1,0.23,1,16,98,98,99.2,94.3,0
388,0,48709.48,0,3,2,0,0,0.69,0,13,98,98,92.8,100,0
389,0,3114.74,6,12,1,0,1,1.58,0,14,86,98,94.1,94.2,0
390,0,5797.5,6,16,1,0,1,1.36,1,12,98,98,100,100,0
391,0,15345.86,12,6,3,0,0,0.29,1,13,98,98,93.1,100,0
392,0,12070.72,12,0,2,1,0,3.41,1,15,98,98,96.8,88.4,0
393,0,8916.41,6,0,1,1,0,0.89,1,15,96.2,98,98.6,100,0
394,0,6040.47,3,6,2,1,0,1.33,0,16,66.1,94.1,76.6,99.6,0
395,0,9995.25,9,9,2,0,0,0.26,1,13,98,98,89.8,100,0
396,0,9998.23,3,0,3,0,1,0.18,1,15,94.1,98,94.6,100,0
397,0,13529,6,3,1,1,0,1.38,0,16,98,98,100,96.4,0
398,0,10359.63,6,6,1,1,1,2.47,0,13,98,98,97.2,98.9,0
399,0,7891.14,0,0,1,0,0,0.15,0,14,75.7,98,79.3,98.9,0
400,1,2697.82,12,3,1,0,1,0.61,0,15,72.8,98,89.1,100,0
401,0,13391.45,3,9,3,1,0,0.33,1,18,96.9,98,100,100,0
402,0,8116.99,0,9,2,0,0,0.68,1,12,82.6,98,76.4,100,0
403,0,10173.1,3,3,2,0,1,0.48,0,13,85.5,98,100,100,0
404,1,3635.77,3,9,3,0,1,1.63,1,16,71.7,97.1,84.2,100,0
405,0,4945.45,9,6,5,0,0,1.17,0,13,70.8,98,67,92.2,0
406,0,15717.9,6,6,2,0,0,0.51,0,14,98,98,95.5,100,0
407,0,7571.49,3,0,2,0,0,0.07,0,15,86.1,98,94.6,93.7,0
408,0,5722.86,9,12,4,0,0,0.31,1,14,98,98,100,100,0
409,1,3090.63,0,0,0,0,0,0.18,1,13,68.9,89.4,76.4,95.1,0
410,1,3581.19,16,6,3,1,0,0.62,0,13,87.3,98,96.2,100,0
411,0,3725.72,9,12,1,1,0,0.87,1,12,87.5,98,100,100,0
412,0,7124.32,16,3,3,1,0,4.42,1,15,96.6,98,93.9,100,0
413,0,21242.3,0,9,1,0,0,0.1,1,12,98,98,91,97.8,0
414,0,8547.52,0,3,3,1,0,5.72,1,13,72.3,98,65.5,100,0
415,0,3999.94,0,12,1,1,0,0.21,1,14,74.2,96.5,66,100,0
416,0,7974.98,3,6,4,1,0,6.57,1,16,98,98,95.4,96.6,0
417,0,10534.52,12,0,1,0,0,1.93,1,13,98,98,99.4,100,0
418,1,3848.72,9,12,2,0,0,0.04,0,17,90.2,98,100,100,0
419,0,3277.6,3,12,1,0,1,0.74,0,14,86.9,98,85.1,91.4,0
420,0,19321.7,9,12,4,0,0,1.23,1,16,98,98,97,90.2,0
421,0,12226.9,12,6,2,0,0,0.03,1,13,98,98,100,100,0
422,0,10244.89,6,12,3,0,0,1.43,0,15,98,98,100,100,0
423,0,5166.11,6,16,2,0,0,1.04,0,15,89,98,100,100,0
424,0,9563.55,12,3,2,0,1,0.04,1,14,98,98,100,97.6,0
425,0,21643.53,6,9,3,0,1,0.05,0,14,98,98,90.7,99,0
426,0,5744.45,0,9,4,0,0,0.05,1,15,95.4,98,84.5,95,0
427,0,23518.13,6,3,1,0,0,0.15,0,15,98,98,100,91.7,0
428,0,4400.12,3,12,3,0,0,0.37,1,17,72.8,98,78.2,92.1,0
429,0,21717.1,6,0,1,1,0,5.58,1,15,98,98,91.9,91.5,0
430,0,13190.43,3,12,1,0,0,0.84,1,14,98,98,100,98.6,0
431,0,4196.34,0,3,3,1,0,5.08,0,12,65.3,82.1,61.1,71.2,0
432,0,7800.02,6,9,2,0,0,2.1,1,18,95,98,100,98,0
433,0,9288.59,6,12,4,1,0,3.97,0,14,96.2,98,96,100,0
434,1,3041,12,16,1,0,1,1.87,0,14,89.6,98,100,100,0
435,0,11046.47,0,9,3,1,1,1.01,1,13,98,98,100,100,0
436,0,11998.47,3,6,1,0,0,0.92,0,14,98,98,100,100,0
437,0,48596.21,3,0,2,1,1,1.06,1,15,98,98,95,92.2,0
438,0,16543.85,12,3,1,0,0,0.62,1,17,98,98,100,97.5,0
439,0,15354.23,9,9,4,0,0,1.44,0,17,98,98,93.1,99.7,0
440,0,38114.66,6,6,3,0,0,0.69,1,15,98,98,92.7,100,0
441,0,11107.77,9,9,2,1,0,0.82,1,15,98,98,98.8,100,0
442,0,13440.36,12,3,1,1,1,4.26,0,14,98,98,100,98.3,0
443,0,8796.18,0,12,5,0,0,0.11,1,13,98,98,100,100,0
444,0,18181.66,3,12,1,1,0,2.25,0,14,98,98,98.5,92.5,0
445,0,21412.77,9,6,2,1,0,0.32,0,14,98,98,100,83.4,0
446,0,12096.8,6,6,1,0,1,0,1,16,98,98,96.9,100,0
447,0,3914.43,3,9,2,1,0,3.14,1,18,93,98,90.1,100,0
448,1,1397.21,6,6,6,0,0,1.41,0,14,72.5,98,96.8,100,0
449,0,11508.44,9,6,3,1,0,5.8,1,12,98,98,100,99.6,0
450,1,3556.27,3,9,0,0,0,1.35,1,14,70.7,94.8,76,100,0
451,0,14335.04,3,6,2,0,0,0.07,0,16,85.4,98,75.6,96.5,0
452,0,18446.22,6,9,1,0,1,0.05,1,14,98,98,96,94.9,0
453,0,5133.25,6,3,3,0,1,1.07,0,15,77.6,98,75.6,100,0
454,0,5726.12,3,3,4,0,0,0.92,1,14,76.2,98,70.6,100,0
455,0,18110.62,12,3,2,1,0,1.62,0,13,98,98,82.2,97.1,0
456,0,21222.9,12,3,3,0,0,0.05,1,15,98,98,99.2,100,0
457,0,26821.15,6,3,1,0,1,0.45,0,18,98,98,100,100,0
458,0,7148.95,9,6,4,1,0,0.18,1,15,79.9,98,86,99.8,0
459,0,3832.13,3,6,2,0,0,0.2,0,14,83.4,98,83.8,90.9,0
460,0,10743.23,3,6,3,0,0,0.43,0,13,98,98,100,93,0
461,0,2895.89,6,3,2,1,0,7.37,1,13,67.7,84.1,72.2,87.3,0
462,0,6515.78,3,0,1,1,0,3.06,1,12,56.9,97.4,59.9,94.6,0
463,0,9186.88,6,3,3,0,0,0.35,0,16,90.9,98,79.1,93.3,0
464,0,4002,12,6,6,1,1,5.59,1,14,92.1,98,96.1,96,0
465,0,7350.19,6,6,3,0,0,0.08,1,13,87,98,83,100,0
466,0,4087.95,6,6,5,0,0,1.19,1,18,74.6,96,80.4,100,0
467,0,3624.3,12,6,3,1,0,11.38,0,16,69.9,98,72.8,100,0
468,1,3900.41,3,12,5,1,1,0.2,1,15,80.5,90.6,96.7,100,0
469,1,1536.73,12,3,6,0,0,1.18,0,16,88.2,97.9,100,100,0
470,0,7240.77,6,6,5,0,1,0.3,1,12,98,98,87.8,99.4,0
471,0,22918.74,0,3,0,1,0,4.93,1,15,98,98,94.8,100,0
472,0,7914.92,9,16,4,1,0,3.54,1,13,98,98,100,100,0
473,1,1353.84,6,9,1,0,0,2.02,0,15,87.6,98,99.9,100,0
474,0,12531.79,9,6,2,0,0,0.25,1,14,98,98,94,96.1,0
475,0,15751.23,6,12,1,0,0,0.01,0,15,98,98,100,100,0
476,0,5442.19,12,0,4,0,1,0.26,1,16,90.2,98,87.7,100,0
477,0,5009.93,12,12,2,1,0,2.06,1,18,98,98,100,100,0
478,0,5378.91,9,9,2,1,0,0.31,1,15,84.6,98,72.8,100,0
479,0,8071.17,6,9,5,0,0,4.8,0,17,98,98,100,99,0
480,0,7497.18,9,3,3,0,1,0.95,1,16,98,98,95.1,95.4,0
481,0,7948.76,9,6,0,1,0,1.01,0,14,93.3,98,96.6,84.2,0
482,0,7317.97,6,3,1,0,0,0.29,0,16,97.5,98,92.5,100,0
483,0,7291.7,6,12,1,0,0,0.03,1,15,98,98,100,89.2,0
484,0,11649.21,6,6,1,0,0,0.54,1,14,98,98,99,91,0
485,0,2630.51,3,0,4,0,0,0.29,1,16,88.7,98,86,100,0
486,0,9592.57,0,12,3,1,0,0.59,1,16,69.8,91.7,70,94,0
487,0,14792.4,0,3,3,0,0,0.58,0,14,92.7,98,96.5,98.1,0
488,0,9051.66,0,12,1,0,0,0.22,0,18,95.3,98,95.7,100,0
489,0,9207.23,3,9,2,0,0,0.96,0,16,98,98,100,100,0
490,0,9727.85,16,9,3,0,0,0.47,1,13,98,98,100,100,0
491,1,3196.38,16,6,1,0,0,0.15,1,15,92.1,98,100,100,0
492,0,16054.22,12,9,0,0,0,0.07,0,13,98,98,100,100,0
493,0,6676.33,6,6,3,0,0,0.89,0,15,98,98,97.8,100,0
494,1,1615.18,6,9,3,0,0,0.11,1,16,78.4,94.7,94,100,0
495,0,6753.71,0,6,1,0,0,2.24,1,16,82.1,98,81.4,100,0
496,0,9694.71,12,9,2,0,0,0.15,1,14,98,98,89.4,100,0
497,1,4494.19,9,0,3,0,0,1.43,1,16,76.6,98,87.3,99.5,0
498,0,4115.98,12,3,1,1,0,1,1,15,69.8,97.2,71.3,99.7,0
499,0,7411.83,3,9,3,1,0,1.44,0,14,82.3,98,71.6,100,0
500,1,6315.23,12,9,3,0,0,0.32,0,14,96.9,98,98.9,100,0
501,1,2601.23,6,0,1,0,0,1.8,1,15,78.9,98,81,100,0
502,1,1126.03,3,6,2,1,0,1.29,0,16,65.3,88.4,72.9,99.6,0
503,0,11941.47,6,9,6,0,0,0.61,0,13,98,98,95.8,89.8,0
504,0,3826.18,12,6,2,0,0,0.26,0,15,73.9,98,74,88.9,0
505,0,116376.59,6,6,4,0,0,0.19,0,12,98,98,97.6,99.3,0
506,0,7112.75,0,3,3,0,0,0.84,1,17,73.3,98,73,97.5,0
507,0,9665.95,6,9,2,0,1,0.58,1,14,92.9,98,93.9,100,0
508,0,16333.42,0,3,2,0,1,0.07,0,17,98,98,100,100,0
509,1,1452.19,3,9,0,0,0,0.44,0,13,87.2,93.6,100,100,0
510,0,6721.04,6,0,1,1,0,1.81,0,15,69.1,98,67.3,100,0
511,1,1637.96,6,3,1,0,0,1.15,1,12,79.7,98,75.8,100,0
512,1,3017.48,16,3,6,1,1,1.48,0,16,98,98,100,100,0
513,0,15947.27,6,9,6,1,0,1.38,0,12,98,98,100,94.9,0
514,0,7807.22,3,9,5,1,0,3.35,1,14,83.4,98,83.5,100,0
515,0,11191.55,9,9,3,0,0,1.45,1,14,98,98,100,100,0
516,0,14972.4,6,6,3,0,0,0.28,0,13,98,98,100,95.1,0
517,0,16214.82,16,12,1,0,0,0.63,0,18,98,98,100,100,0
518,1,2970.05,9,12,1,1,0,4.47,0,14,87,98,97.7,100,0
519,0,7142.1,0,12,2,1,0,0.03,1,14,77,90.3,79.3,99.4,0
520,0,5378.4,3,6,2,0,0,0.51,1,14,83,98,78.6,100,0
521,0,11275.83,3,9,3,0,0,1.06,0,16,98,98,94.1,93.5,0
522,0,12726.03,3,12,3,1,0,5.94,0,17,98,98,100,100,0
523,0,14484.77,6,6,2,0,0,0.32,0,15,98,98,93.8,100,0
524,0,5813.38,6,9,1,0,0,0.29,0,15,98,98,100,100,0
525,0,8377.39,9,16,1,0,1,0.31,1,14,98,98,100,98.1,0
526,0,9695.66,9,6,4,0,0,2.18,0,13,98,98,86.8,100,0
527,0,15201.16,6,9,1,0,0,0.33,0,17,98,98,100,100,0
528,0,5775.09,12,9,1,0,0,0.1,1,15,98,98,95.3,100,0
529,1,6038.87,12,12,3,1,0,2.87,0,15,97,98,100,97.3,0
530,1,1971.17,0,16,4,0,1,0.33,1,14,93.7,91.1,89.9,95.7,0
531,0,6996.53,9,0,3,0,0,0,0,16,81.9,98,95.3,88.4,0
532,0,15802.09,3,6,2,0,0,0.58,1,14,98,98,100,98.6,0
533,0,5065.66,9,3,0,0,0,0.76,1,17,83.7,98,91.2,88.5,0
534,1,6080.57,0,12,3,0,0,0.81,1,14,87.6,98,100,100,0
535,0,43971.77,9,6,2,0,0,1.34,0,14,98,98,98.6,98.2,0
536,0,13579.67,0,0,0,0,0,0.8,1,16,98,98,91.4,97.9,0
537,0,6311.6,3,12,3,0,0,0.06,1,14,98,98,100,96.4,0
538,0,20917.86,6,9,0,0,1,0.12,0,13,98,98,100,99.5,0
539,0,12620.01,3,6,2,1,0,0.62,1,14,91,98,100,100,0
540,0,7762.01,6,9,1,1,0,0.99,1,14,88.6,98,92.7,99.5,0
541,0,44443.34,3,9,3,0,0,0.22,1,12,98,98,93.5,100,0
542,0,6973.24,9,3,1,0,1,0.72,0,13,98,98,100,94.9,0
543,0,8769.25,0,9,0,1,1,3.32,0,16,87.8,98,89.3,99.4,0
544,0,37358.01,6,6,3,0,0,0.14,0,16,98,98,85.3,100,0
545,0,29648.43,9,16,4,0,1,1.91,0,15,98,98,100,100,0
546,0,43237.11,16,9,1,1,0,0.51,0,16,98,98,100,100,0
547,0,4657.39,6,12,2,0,1,0.3,1,14,88.6,98,81.2,97.8,0
548,1,1300.16,12,12,6,0,0,1.7,0,13,92.4,98,100,100,0
549,1,2154.94,6,9,3,0,0,0.16,1,17,90,98,97.7,100,0
550,0,12779.63,6,9,2,1,1,1.66,0,16,98,98,82,99.7,0
551,0,5558.16,0,3,3,0,0,1.52,1,13,78.9,98,90.3,99.1,0
552,0,7890.64,16,16,3,1,0,13.54,0,16,98,98,83.3,97.5,0
553,0,10958.75,12,0,1,1,0,7.55,1,17,98,98,100,96.5,0
554,0,20458.92,3,9,1,1,0,2.15,0,15,98,98,100,94.8,0
555,0,24807.96,0,9,3,0,1,0.73,0,14,98,98,100,100,0
556,0,44125.94,3,16,2,1,0,5.47,1,17,98,98,95.8,100,0
557,0,3394.91,9,12,3,1,1,5.44,0,14,93.1,98,98.1,100,0
558,0,21435.99,12,12,3,1,0,2.19,1,16,98,98,88.7,95.4,0
559,0,13929.72,9,6,2,0,0,0.86,0,16,98,98,92,92.4,0
560,0,4531.91,6,6,0,1,0,2.28,1,14,91.9,98,89.6,95,0
561,0,8868.63,9,12,2,0,0,0.25,0,18,96.7,98,100,100,0
562,0,8537.05,6,3,0,0,0,0.66,1,14,85.2,98,81.5,91.2,0
563,0,4892.69,3,6,4,0,0,0.05,0,15,85.2,98,77.6,100,0
564,0,12272.11,3,3,2,1,0,1.22,1,14,90.7,98,92.5,96.7,0
565,0,4262.64,0,16,1,0,1,0.86,1,15,85,95.9,100,94.8,0
566,0,4697.1,0,6,6,1,0,3.42,0,15,66.2,86.8,68.5,80.3,0
567,0,7865.72,6,12,2,0,0,0.01,0,15,91.9,98,90.2,96.9,0
568,0,6439.33,12,3,4,0,0,0.27,1,14,85.7,98,89.3,90.9,0
569,0,3565.92,9,9,0,1,0,1,0,12,77.4,98,86.7,100,0
570,0,24802.19,12,12,0,0,0,0.09,1,13,98,98,81,100,0
571,0,15825.09,12,3,0,1,0,2.71,0,18,98,98,82.1,93.7,0
572,0,6223.47,9,9,1,0,0,2.81,1,16,98,98,100,98.6,0
573,0,12429.67,3,6,2,0,1,1.1,0,13,98,98,100,98,0
574,0,3084.66,0,6,6,0,0,0.15,1,16,72.6,93.1,68,93.2,0
575,0,13400.05,9,6,2,0,0,0.23,0,16,98,98,100,100,0
576,0,12847.85,6,9,6,0,0,0.19,1,15,98,98,92,100,0
577,0,21785.05,6,12,3,0,0,0.06,1,14,98,98,95,99.7,0
578,0,11854.13,6,0,4,0,0,0.21,0,18,98,98,100,94.5,0
579,1,2350.26,9,6,3,0,0,2.29,1,14,73.7,98,76.3,100,0
580,0,8470.76,0,6,2,0,1,0.67,0,13,81.7,98,91,100,0
581,0,13961.37,6,6,2,0,0,0.43,1,16,98,98,91.1,97.7,0
582,0,2751.33,9,6,4,0,0,0.84,0,15,82.9,98,72.5,92.1,0
583,0,9858.43,12,12,3,0,0,0.46,0,13,98,98,95.7,90.4,0
584,0,6336.75,9,6,2,0,0,0.67,1,13,98,98,96.3,100,0
585,0,14546.3,3,12,4,1,0,0.39,0,16,98,98,97.7,100,0
586,0,9519.57,6,6,1,0,0,0.18,1,16,98,98,100,100,0
587,1,2297.62,0,9,3,0,1,0.44,0,13,75,93.9,88.3,100,0
588,0,8257.12,6,6,5,0,1,2.09,1,18,93.8,98,84.3,95.2,0
589,0,15387.53,9,0,2,1,0,7.31,1,15,98,98,100,100,0
590,1,1048.9,3,3,3,0,0,0.14,1,16,64.5,91.7,81.6,100,0
591,0,5315.97,6,16,1,0,0,0.03,0,17,98,98,100,100,0
592,1,2834.76,12,6,2,0,0,0.15,0,16,98,98,99.4,100,0
593,0,15377.94,9,6,5,0,0,0.78,1,15,98,98,100,97.8,0
594,0,14335.3,3,9,2,1,1,1.95,1,12,95.4,98,100,96,0
595,0,18500.11,12,3,1,0,0,0.7,0,14,98,98,97,98,0
596,0,31115.05,3,9,2,0,0,0,0,16,98,98,100,100,0
597,0,6761.17,0,6,3,0,0,0.12,1,13,83,98,86.5,98.1,0
598,0,6916.44,9,9,1,0,0,0.29,1,13,98,98,92.4,94,0
599,0,18675.39,9,6,1,0,0,0.18,0,12,98,98,92.8,100,0
600,0,5690.82,9,6,2,0,1,0.66,1,12,93.5,98,91.3,100,0
601,1,2187.9,9,9,4,0,1,0.48,0,14,81.7,94.5,100,100,0
602,0,9597.42,6,9,2,1,0,4.7,0,15,96.7,98,100,98.5,0
603,0,5586.65,9,12,4,0,0,0.01,1,12,98,98,95.6,100,0
604,1,4770.06,9,12,1,0,0,0.39,1,16,98,98,95.1,100,0
605,0,7285.47,9,12,0,1,1,1.07,1,13,98,98,100,97.8,0
606,1,2814.78,9,3,3,0,0,1.23,1,14,83.5,98,89.2,100,0
607,0,8615.81,9,3,1,0,0,0.71,0,14,97.7,98,100,100,0
608,0,5955.12,6,6,2,0,0,0.15,1,13,98,98,93,100,0
609,0,17289.34,12,9,2,0,1,0.43,1,16,98,98,100,100,0
610,0,8244.89,6,6,3,0,0,0.18,0,16,98,98,93.9,85.6,0
611,0,5615.94,6,9,1,0,1,1.93,0,17,92.1,98,100,100,0
612,0,9731.17,9,9,3,0,0,0.75,0,12,98,98,100,100,0
613,0,2651.48,9,3,4,1,0,8.23,1,13,77.7,89.7,70.3,93.1,0
614,0,16973.95,3,6,5,0,0,1.71,1,14,98,98,100,100,0
615,0,8543.9,9,12,4,0,0,0.12,1,12,98,98,100,100,0
616,0,15402.92,3,0,2,0,0,1.24,1,13,98,98,100,99.9,0
617,0,7720.08,3,12,3,1,0,1.14,1,15,98,98,100,100,0
618,0,8703.35,6,0,4,0,0,0.71,0,16,76.7,98,76.4,95.3,0
619,0,11170.69,6,12,3,0,0,0.39,0,16,98,98,88.1,97.7,0
620,0,3980.46,6,6,2,0,0,1.11,0,14,75.5,98,66.4,93.3,0
621,0,25831.13,3,0,1,0,0,1.29,0,17,98,98,100,100,0
622,0,9551.07,6,6,1,0,0,0.39,1,15,93.1,98,89.2,96.4,0
623,0,7747.33,3,6,2,0,0,1.1,1,16,98,98,88.9,100,0
624,0,4856.69,9,12,2,0,0,0.77,0,14,90.7,98,93.8,90.5,0
625,0,14389.08,12,3,2,1,0,0.26,1,12,98,98,96.3,95.6,0
626,0,7695.57,9,9,3,0,1,0.01,1,15,98,98,100,100,0
627,0,9008.68,6,9,3,1,0,2.77,1,12,98,98,100,96.9,0
628,0,8331.28,3,6,3,1,0,0.29,1,16,86.1,98,86.8,100,0
629,0,10150.95,3,0,6,1,1,8.93,0,17,81.3,98,68.6,100,0
630,0,16905.98,0,3,0,1,0,0,1,12,96.4,98,97.7,100,0
631,0,3518.61,3,6,1,0,0,0.73,1,14,78.6,98,74.3,100,0
632,0,6830.15,3,9,1,1,0,1.22,0,13,79.5,98,82.8,100,0
633,0,33602.56,0,12,4,0,1,0.34,0,16,98,98,87.8,96.3,0
634,0,26075.53,16,3,4,1,1,0.63,1,16,98,98,100,93.6,0
635,0,6053.3,6,9,3,0,0,0.13,1,14,95.8,98,94.7,100,0
636,0,4961.54,6,12,0,1,0,0.09,1,14,81.8,94.9,83.8,98.7,0
637,0,12048.86,3,9,1,1,0,11.48,0,14,93.5,98,100,100,0
638,0,9862.66,12,12,0,1,0,8.33,0,18,98,98,100,100,0
639,0,7314.95,12,0,4,1,0,0.21,0,17,88.6,98,91.3,100,0
640,1,2979.91,6,6,1,1,0,1.72,0,16,60.7,94.8,63.4,100,0
641,0,29955.88,6,3,1,1,0,0.69,1,14,98,98,93.6,100,0
642,0,17682.82,6,6,3,1,1,0.88,0,16,98,98,100,98.2,0
643,0,19288.46,9,6,3,0,0,2.23,1,13,98,98,100,100,0
644,0,6078.36,6,9,0,0,1,1.51,1,14,98,98,100,96.3,0
645,1,3596.02,3,3,2,0,1,0.22,1,14,69.3,98,66.9,100,0
646,0,23586.2,0,6,2,0,0,0.31,0,12,98,98,100,100,0
647,0,7154.88,0,3,2,1,0,13.74,0,13,76.4,98,84.8,99,0
648,0,17005.41,9,6,3,1,1,2.1,0,13,98,98,100,96.9,0
649,0,16504.64,6,9,2,0,0,0.05,0,16,98,98,98.4,94.8,0
650,0,9100.58,9,6,4,0,0,0.05,1,16,98,98,100,100,0
651,0,4209.43,0,9,4,0,0,0.23,1,17,74.3,98,66.8,96.6,0
652,1,3012.55,3,6,0,1,0,0.07,1,15,71.5,90.5,74.5,100,0
653,0,51729.35,0,9,6,0,1,0.14,0,16,98,98,100,82.3,0
654,0,8438.67,12,12,3,1,0,1.23,0,16,98,98,100,99.3,0
655,0,10225.79,9,12,3,0,0,0.7,1,13,98,98,100,99,0
656,1,1902.58,16,9,2,0,0,0.19,0,17,92.5,98,99.9,100,0
657,0,3241.79,0,12,6,0,1,1.3,0,14,73.4,98,70.4,100,0
658,0,22577.25,6,0,0,1,0,3.61,0,18,98,98,88.7,91.2,0
659,0,2731,3,0,2,1,0,1.93,0,13,74.9,92.3,64,94.7,0
660,0,36606.33,3,12,1,0,0,0.5,1,18,98,98,95.8,100,0
661,1,2711.12,6,6,0,0,0,0.1,0,15,68.6,98,72.4,100,0
662,0,12520.87,6,9,0,0,0,0.81,0,18,98,98,100,100,0
663,1,3009.64,9,3,5,0,0,0.32,1,15,80.7,98,80,100,0
664,0,36377.51,6,9,1,0,0,0.71,0,13,98,98,90.9,95.6,0
665,0,2548.73,0,9,0,1,0,11.77,1,12,65.6,86.9,73.5,81.7,0
666,0,7167.46,9,3,2,1,0,4.69,0,18,85.5,98,96.6,92.7,0
667,1,3802.63,9,6,1,0,0,0.76,0,13,98,98,100,100,0
668,0,10403.77,3,6,1,0,0,0.58,0,12,98,98,95.2,96.6,0
669,0,10094.84,9,0,2,0,0,0.9,0,14,83.6,98,81.7,98.6,0
670,0,6295.85,16,16,3,0,0,0.09,1,15,98,98,94.8,100,0
671,0,5958.09,6,12,4,0,1,0.62,0,15,84.9,98,92.1,100,0
672,1,2583.37,3,12,4,0,0,0.6,1,13,91.7,98,94.8,100,0
673,0,17513.62,0,3,6,0,0,0.03,0,14,98,98,96.8,97.4,0
674,0,13240.36,12,3,2,0,0,0.17,1,13,98,98,87.8,100,0
675,0,6033.95,0,3,3,0,0,1.59,1,16,87.5,98,93.2,100,0
676,1,1909.06,6,6,2,0,0,0.09,0,13,82.6,96.8,81,100,0
677,0,23965.02,3,9,2,0,0,0.5,1,12,98,98,95.8,100,0
678,0,11574.32,0,12,4,0,0,0.56,1,18,98,98,100,100,0
679,0,9244.98,3,3,2,0,0,0.3,1,14,88.8,98,83.6,100,0
680,0,8299.76,9,9,2,0,0,0.24,1,13,98,98,96.5,96.2,0
681,0,4717.86,6,0,3,1,0,7.13,0,14,72.3,95.4,73.3,100,0
682,0,20107.33,12,6,1,1,0,2.23,1,16,98,98,100,100,0
683,0,45957.2,0,9,3,0,0,0.45,1,14,98,98,100,100,0
684,1,3390.68,12,12,2,1,1,3.8,0,16,98,98,100,100,0
685,0,3353.7,9,0,1,1,0,2.22,1,13,76.2,98,80.3,99.9,0
686,0,22973.78,12,0,1,0,0,0.52,0,14,98,98,91.5,89.9,0
687,1,877.73,3,6,3,1,0,0.46,1,12,69.5,94,84.4,100,0
688,0,10647.17,9,9,1,1,0,2.37,1,15,98,98,90.9,100,0
689,0,6776.12,0,12,0,1,0,1.14,0,14,92.8,94.6,95.7,100,0
690,0,6911.78,9,12,2,1,0,0.46,0,16,90.2,98,95.9,94.5,0
